,ITEM_NAME,ID,SCORE
267,item14,145001931513,1
268,item18,144008351861,4
269,item53,300000024808,5
270,item16,300000031610,6
271,item31,300000031863,3
272,,300000505093,10
273,item42,145011402501,3
274,item3,145003753589,3
275,item31,145000313337,1
276,item17,145002959231,4
277,,145003533709,1
278,item45,145003924203,1
279,,145007581597,22
280,,300000023185,7
281,item53,300000814500,4
282,,145000448932,37
283,item3,145001538842,3
284,item53,145015287624,12
285,item16,145010605386,9
286,item26,300000026921,4
287,item7,144013982926,9
288,item33,300000089310,6
289,item33,300000148579,5
290,item14,174000004421,6
291,,300000452986,4
292,item17,300000810444,3
293,item11,144000041664,10
294,item11,144000391724,12
295,item39,145003396466,2
296,item19,145015561713,4
297,item6,144000040048,12
298,item18,144000060482,4
299,item31,144000388933,5
300,item17,300001496586,5
301,item16,145014419855,7
302,,300001995326,2
303,,144002570833,9
304,,145003774447,10
305,item53,300001195861,4
306,item45,145014365511,8
307,item16,145015010280,11
308,item8,145001580102,2
309,item6,144002144151,12
310,,300002883390,2
311,,300001736799,1
312,item53,300000096654,15
313,item2,145003492664,7
314,item26,145003499307,3
315,item14,145015150424,5
316,item21,300000171089,2
317,item8,145007277922,3
318,item27,300000166176,3
319,item26,144015084303,1
320,item43,300000000943,8
321,item42,300000215378,3
322,item45,145006858494,7
323,,144001725274,2
324,item12,144002210081,3
325,item16,145003559069,3
326,item3,145003753370,2
327,,144000325021,13
328,,144003169648,14
329,,144001532397,9
330,item53,142015576674,7
331,item17,300001717051,6
332,,144001517828,6
333,,144004682967,10
334,item36,144007601239,1
335,item13,145014340780,2
336,item33,145015008301,9
337,item47,144003535860,11
338,,145002202050,11
339,item38,158000035276,4
340,item33,144002188499,3
341,,144003068922,17
342,,144003238202,22
343,item51,300002040229,8
344,item48,145014836289,4
345,item31,144000179335,2
346,item39,300000261141,3
347,item24,145003498620,5
348,item2,145006558207,6
349,item45,300002922833,1
350,item7,145004299647,7
351,item53,145011975140,3
352,item26,145014359830,3
353,item16,145015150560,10
354,item11,144013934253,8
355,item7,144000017688,2
356,item45,300000306572,3
357,item53,300001067899,7
358,,300001339718,3
359,item8,300002104052,2
360,item43,300002701610,1
361,item3,144015016832,1
362,item30,144000003534,3
363,item40,144013981235,5
364,item19,300002191185,3
365,,144003370052,35
366,item53,145015287291,4
367,item37,300002824506,3
368,item53,145004144980,15
369,item33,145005262565,3
370,item2,145002343308,7
371,,144000016310,9
372,item6,144000031061,3
373,item20,141000003355,5
374,item16,145014940787,7
375,item53,144015067157,8
376,,144000008882,4
377,item16,144003392858,4
378,,145011426770,11
379,,300000662239,10
380,item11,144003535461,15
381,item20,145009456014,2
382,,144015045456,4
383,item8,144014938836,2
384,,300001544009,3
385,item3,145006228093,4
386,item17,178014920213,4
387,item27,300000649933,2
388,item45,300000743304,3
389,,300000805907,2
390,,145004297534,15
391,,300000008677,11
392,,145003798667,39
393,item16,145010430030,7
394,item6,144001588538,9
395,item23,145014356987,2
396,item43,144015156120,6
397,,145008922285,6
398,item20,145010573800,4
399,,145000446794,32
400,,144000003608,15
401,item11,144015066142,8
402,,300000679083,6
403,item45,300000736029,3
404,,144000394762,8
405,item20,300000137379,1
406,item16,144011395678,2
407,,300000033678,2
408,item45,300001716182,3
409,,300002395075,2
410,item14,300002523918,1
411,item33,300000451978,1
412,item45,145015041754,5
413,,158000026182,6
414,item31,158000051705,4
415,,144000248115,15
416,item18,144008352675,2
417,item45,145013947203,7
418,,145011426026,18
419,item16,145004144467,7
420,item6,145004769842,7
421,item16,145010612345,4
422,,145011395675,17
423,,149000008790,67
424,,300001997301,8
425,,144014808130,16
426,item7,145004075125,6
427,item20,145006079239,1
428,item31,145015175402,1
429,item31,136003699534,5
430,item53,145014414990,5
431,item40,300000219353,4
432,,144004031067,5
433,,144004418662,9
434,item34,145004270383,18
435,,145003395936,19
436,,145014358976,28
437,,144000162315,7
438,item16,145002865957,10
439,item41,145003394804,8
440,item33,145003508990,7
441,item24,144014470373,2
442,item17,144014470373,2
443,item19,144015008254,6
444,item8,145000296037,2
445,item33,145001740006,4
446,item52,145003478291,1
447,item8,300000017243,3
448,item52,300000091180,1
449,item39,145006555631,2
450,,144011444378,7
451,item33,145003080164,7
452,item8,300001210060,1
453,item8,300000320945,4
454,item39,145003393664,4
455,item26,144000034639,3
456,,300000087021,1
457,item15,300000144479,1
458,item3,300000177073,2
459,item17,300001728046,5
460,item11,144015084370,7
461,,144004342373,28
462,item18,144011425987,3
463,item52,145006807390,2
464,item45,145002225569,12
465,item26,145014499964,3
466,item13,144001513675,2
467,item38,144001676751,1
468,item53,300001058549,5
469,item16,144015065997,7
470,,144000258454,11
471,item33,145015008360,6
472,,145002191678,6
473,item3,145015195966,6
474,item44,144001946731,2
475,item27,144002028771,4
476,item45,144000391539,12
477,,300000265156,4
478,,144004102606,3
479,item24,145014356979,5
480,item6,145003494170,8
481,item13,145000448195,4
482,item3,300000202108,5
483,item44,144002589210,1
484,,144000031255,2
485,item31,144000013310,2
486,item53,300001205306,7
487,item43,145014234291,3
488,,300000019021,19
489,item6,145005011629,10
490,,145015150936,6
491,,144000392400,5
492,item20,300000017541,4
493,item47,144014012000,6
494,,144014113279,11
495,,144014961609,4
496,item45,144015181585,3
497,item45,144002125904,3
498,item33,300000118310,6
499,item27,145003173541,5
500,item45,300001809616,2
501,item16,300000959165,10
502,item8,144014356670,2
503,item18,145000082893,4
504,,144004009218,25
505,item45,144007556326,6
506,item7,145015540410,4
507,item27,144000391623,3
508,,144000035755,3
509,,144003194437,1
510,item40,300000948732,5
511,item14,145013970401,5
512,item19,144000047969,2
513,,144000395918,42
514,,145008428678,3
515,item45,145010588958,11
516,,144003170006,1
517,,144000023501,15
518,item45,145001748287,7
519,item20,145007022012,4
520,,144014059203,22
521,,145001931728,8
522,,145004187674,14
523,item8,300000297681,3
524,item37,300002686677,6
525,,144014461577,4
526,item14,145003848270,2
527,item45,144001530788,2
528,item8,144000040503,3
529,item3,175000035832,4
530,item48,145015164694,5
531,item8,145000296164,2
532,item45,145003178023,7
533,item8,300000198732,5
534,item40,300000327704,1
535,,300000880560,1
536,item43,300002668419,1
537,item11,144000005881,22
538,item53,144010571366,12
539,item3,144014347666,3
540,item45,144014358001,6
541,item45,145003757704,3
542,item8,300000038048,1
543,,144002371012,7
544,item40,300000335635,1
545,item53,300002407153,2
546,item53,300000305715,4
547,item26,144002193239,2
548,item42,145003487141,4
549,item19,144003955789,2
550,,300000026743,4
551,item20,300000213023,3
552,,300000324422,21
553,,144002933471,3
554,item8,145002869795,6
555,,145003432085,6
556,item13,300000003749,1
557,item53,300000148486,2
558,,144015674974,27
559,,145003175146,11
560,item16,144015313430,5
561,item33,145004102316,7
562,item53,145006858163,1
563,item50,144002370997,2
564,,144002371223,3
565,item51,145015276053,5
566,,300001988508,3
567,item16,145014572736,9
568,item33,144013937183,7
569,item27,300000252269,1
570,item8,300000398291,2
571,,300000841660,1
572,,300001175678,10
573,,145014258226,1
574,item8,145014357447,6
575,item8,144002581117,1
576,item27,144003728046,2
577,item38,145015066646,3
578,item33,144006357103,7
579,item32,144002520070,2
580,,145001615882,1
581,item34,145004261824,1
582,item43,144015156110,4
583,,144014470577,5
584,item33,144014358530,7
585,item33,144014324755,3
586,item38,174000002083,1
587,item8,145001690455,2
588,item8,300002398080,1
589,item52,145011440380,3
590,item27,300002005745,3
591,,144000044302,8
592,,144002141407,7
593,,145014948687,5
594,item27,300000170581,1
595,item16,144014416910,6
596,item53,145015010208,10
597,,174000018654,10
598,,144000031465,11
599,item27,145014949652,3
600,item45,300000948706,2
601,,300001025525,1
602,item18,144002418756,2
603,,144003611278,4
604,item8,144000005186,2
605,item45,145015273101,3
606,item45,145003517303,6
607,item42,145015153054,11
608,item16,144011980274,6
609,,144000047137,14
610,item8,145004582940,3
611,,145011405492,3
612,item26,144002129491,1
613,,175000007158,17
614,item34,300003054670,1
615,item2,145010627915,6
616,item51,300000286061,8
617,item11,145003165046,9
618,item42,145004230259,3
619,item27,145006931999,2
620,item13,300000000821,2
621,item8,144003169948,2
622,,300000293299,5
623,item31,300000692217,5
624,,300000181771,28
625,item7,300000622940,2
626,item33,145007430768,2
627,item33,145014359913,4
628,item15,145003247034,1
629,,144000053257,18
630,item39,300000031938,3
631,item53,300001218376,4
632,item53,145013934175,2
633,item48,145014124323,4
634,,144000070296,38
635,item36,300000182138,3
636,item26,300001464080,2
637,item8,145000148600,3
638,item27,300000015803,2
639,,144000003697,9
640,,144000027923,4
641,item6,144000031626,12
642,item20,145003783416,3
643,item17,145005506382,1
644,item2,300001129514,3
645,item17,300001787357,1
646,item16,145002051771,6
647,item31,145003394616,5
648,,145003773455,9
649,item50,300002895281,2
650,item43,145003511069,6
651,item46,145003791482,7
652,item31,144001734539,5
653,item52,145009183582,2
654,item45,145013976947,10
655,item33,145013976947,4
656,item3,145011954624,5
657,item8,144000001717,2
658,item45,145014328728,1
659,item16,145015163895,7
660,item38,145014798925,2
661,,144004266554,17
662,,144000024993,44
663,,145014912216,14
664,item27,144000045907,2
665,item16,145003477947,3
666,,144001532428,41
667,item8,300001307673,1
668,,145004099010,18
669,,300000010022,20
670,item16,144001762388,3
671,item23,300000022577,2
672,,300001062676,2
673,item33,145002192406,3
674,item14,145009219762,6
675,,145015930302,4
676,item39,145013937142,2
677,,144000391641,12
678,,144001951435,15
679,item33,300001269324,4
680,item3,145015235461,3
681,item22,154000038312,1
682,item14,300002449326,2
683,item31,145008198816,1
684,item53,300001056103,6
685,item18,145007560543,9
686,,144003116060,20
687,item26,300000030766,3
688,item6,144000031980,13
689,item16,300000029008,8
690,,300000041502,3
691,,300000912384,7
692,item20,144000003608,1
693,,300002190169,8
694,,144001521537,19
695,item45,145006091205,6
696,,300000141298,4
697,item6,144009965733,5
698,item3,145000268616,3
699,item26,144009151475,2
700,,144014417820,3
701,,145000208720,3
702,item43,144000001985,5
703,item42,145011980026,2
704,item26,300001454812,3
705,,143004103139,1
706,,300000050235,6
707,item26,300000122755,2
708,,300000204827,22
709,item9,300000252293,4
710,item46,300000413775,2
711,item51,145014461294,2
712,item40,144015150413,5
713,item3,300002356765,1
714,item7,145003966766,13
715,,145006858493,2
716,,145007595373,4
717,item39,144002371158,2
718,item8,145004350427,3
719,,144000018727,27
720,item27,144014572607,3
721,item14,145007024136,2
722,item47,144015149207,7
723,item3,300002096237,2
724,item14,144000015623,2
725,item33,300001321914,3
726,,145004577875,4
727,item26,145003396466,1
728,item45,145014919616,3
729,,144011354085,10
730,item20,144000023775,2
731,item31,300000804072,1
732,item3,144000007274,1
733,,144000056125,3
734,,144001552847,20
735,item3,300000202278,3
736,item45,300000839580,3
737,item7,300001640005,4
738,item45,300000071049,4
739,item7,145015008074,4
740,,144014416995,3
741,item14,144000013810,1
742,,144000016549,3
743,item13,145002552855,4
744,item13,145015984296,1
745,item53,145015937889,11
746,item19,300000022745,3
747,item2,300000173275,8
748,item34,145002339677,1
749,item51,145014407696,10
750,,144005796457,7
751,item26,145015310187,3
752,item33,144006778526,7
753,item28,300000746757,1
754,item3,158000025716,3
755,,144009998789,26
756,item42,300000017158,2
757,,145009936860,57
758,item29,136000015295,6
759,,144000025719,6
760,item53,144002370891,2
761,item8,300002355072,1
762,item8,145003839233,8
763,,144013362842,6
764,item26,300001412706,3
765,,144000076484,9
766,item45,300001795287,3
767,item53,300001072424,4
768,,300001044135,2
769,item53,145015188440,14
770,item39,300000346961,1
771,item8,300001446782,3
772,item16,300002007675,4
773,,300000105545,2
774,,300000028089,3
775,,168000009423,28
776,,144002372092,4
777,,145009908219,7
778,item11,300000050802,6
779,item45,144015324258,1
780,item16,145015366987,3
781,item14,145015076977,6
782,,300000025085,20
783,,144001531727,2
784,item35,145014965747,3
785,item34,144014262565,6
786,item39,145000279621,1
787,item45,145015562884,10
788,item33,145015046174,6
789,,144003975248,50
790,item3,144002029061,2
791,item14,145004696617,2
792,item3,144002210258,2
793,,144007313293,19
794,item45,300001774256,1
795,item27,144014358731,2
796,item36,145003657425,3
797,item2,145002361175,9
798,item3,145003773389,7
799,item8,145003977143,1
800,item43,174000007366,5
801,,300000805462,4
802,,144015155820,6
803,item7,300000543889,6
804,item42,300000755424,2
805,item18,144002570755,7
806,item53,145002024736,7
807,item45,300000848547,4
808,item17,300000087550,6
809,item6,300000585685,5
810,,145015155722,29
811,item16,145015571403,7
812,item39,300001191486,1
813,item45,300001269324,5
814,item11,144000039424,18
815,item13,145009780823,1
816,item40,162000024691,6
817,item11,145015155879,10
818,item16,145014799722,8
819,,145004582994,7
820,,144000124596,19
821,item45,300002669690,2
822,,145008427209,20
823,item14,300000176995,2
824,item45,145004104882,5
825,item26,300001241783,4
826,,300000010923,28
827,item8,145011436415,6
828,item52,300000092502,7
829,,145015353330,1
830,item27,145015007310,3
831,item53,300000908136,4
832,,300001281445,1
833,item45,300001595664,3
834,item45,300001642311,3
835,,145014345201,8
836,item20,145015667354,3
837,item8,144000395266,2
838,item45,144002210157,7
839,,144002216065,25
840,,144000029849,10
841,,144002321934,8
842,,144000013485,6
843,item42,151000038433,2
844,item45,145009909499,1
845,,145011980307,3
846,,144003170418,6
847,item46,300002478995,2
848,item38,145002506470,3
849,item53,145010606410,10
850,item3,145014353794,1
851,item15,300000518619,1
852,,300001600596,2
853,item8,145007612855,1
854,item13,145000475264,1
855,item16,145002804826,6
856,,145007018020,26
857,,145010813643,1
858,item25,145010867775,4
859,item16,145004098842,7
860,item38,149000006124,3
861,item8,177000021891,5
862,item8,145014364339,5
863,item36,145002434856,2
864,item27,300000214458,2
865,,144014358429,2
866,item3,300001428346,2
867,item33,145006931907,1
868,,145015195966,14
869,item25,300002143183,2
870,,145006761489,4
871,item42,145007313142,5
872,,145010573800,6
873,,144002950836,13
874,item8,300000106285,2
875,item53,300000028924,5
876,item3,300000092872,2
877,item39,300000213295,1
878,,144002028846,31
879,item17,144014720309,3
880,item42,145014358062,3
881,,144010571366,35
882,,144014359348,3
883,,144000000347,5
884,item14,300002144188,1
885,item45,300000816315,3
886,,300000279546,4
887,item9,145008884600,3
888,item16,300000031533,11
889,item6,144000010924,12
890,item2,145003942217,6
891,item6,144003168794,9
892,item45,145004090155,10
893,,300002128560,1
894,item42,145014326829,2
895,,300001150195,5
896,item19,145015114171,3
897,item53,145015163832,13
898,item37,144006774867,4
899,item54,144000053685,4
900,item33,300000339186,1
901,item39,145001574208,4
902,item34,145002320772,6
903,item8,145002025285,4
904,,300001775359,9
905,item43,145000441622,4
906,item45,300001774405,7
907,item14,300002420542,1
908,item16,300000411213,3
909,item32,145008385252,3
910,item19,300000169393,2
911,item53,145014470926,9
912,item33,144015007336,3
913,item45,145010635486,4
914,item26,300000646289,3
915,item29,300000690375,5
916,item11,300002452591,3
917,item53,145014799186,3
918,item25,300000176093,4
919,item27,145003292450,6
920,item18,171000022750,5
921,,144015006683,9
922,item53,145014572589,5
923,item27,145010623534,6
924,,300001286514,5
925,item26,300001376885,2
926,item28,300002848494,1
927,,300000345894,3
928,,300000725503,2
929,item42,144000038711,1
930,item16,145004163412,7
931,,145004583441,7
932,item18,145007560548,2
933,item42,145007583940,1
934,item33,145003703192,4
935,item26,145015748053,4
936,,300000698276,6
937,,300002977748,1
938,item3,300001244848,1
939,item45,300000279924,6
940,item2,145001597114,3
941,item26,145002729241,2
942,item26,145004583173,3
943,item19,145007598398,7
944,item15,144003611693,3
945,item45,144001528759,7
946,item2,145014113114,8
947,,300000027105,5
948,item27,144002143479,2
949,,300000019351,21
950,item18,144002958747,1
951,item27,300000018969,4
952,,144015008688,11
953,,144015156367,14
954,item18,144002562011,1
955,,145015150549,3
956,item26,144004090596,1
957,item26,145003800023,3
958,item7,300001645502,5
959,,300002483009,1
960,item37,145006931394,4
961,item53,145010606462,12
962,item7,145014049634,12
963,item20,171000017112,3
964,item26,300000784473,4
965,,144002129693,4
966,,300000616910,11
967,item18,145015155759,6
968,,144007313160,20
969,item13,144000041676,4
970,item41,142014313194,10
971,,144004418783,16
972,item48,300000956902,6
973,item26,145004583059,3
974,,145014481795,5
975,item53,145014913871,9
976,item45,145015103830,4
977,item34,300002981062,2
978,item45,300000034842,10
979,item7,145014928511,6
980,item17,300001559602,2
981,item53,145015008845,8
982,item15,145015617770,4
983,item53,142000003323,15
984,item27,143000002479,6
985,item45,145008895188,7
986,item5,300001732905,4
987,item16,145004984816,7
988,item53,143000002757,3
989,item18,300000653412,1
990,item45,145014236575,6
991,item8,145014417730,3
992,item45,144000070067,3
993,,144000034863,16
994,item11,300000649813,2
995,,145015928105,3
996,item41,300000033032,4
997,item3,154000011670,4
998,item45,145004088210,7
999,item16,300000547597,3
1000,,300001364046,5
1001,,144015175559,6
1002,,300000165312,1
1003,item2,300002139454,5
1004,item2,143003688180,10
1005,,145015560612,8
1006,item33,145015664781,4
1007,,174000018135,13
1008,item53,300000029017,5
1009,item16,300000146835,1
1010,item53,145003492992,15
1011,item10,144000080739,1
1012,item42,144000291020,3
1013,item17,300000691755,3
1014,item28,300000746478,1
1015,item8,145004682554,6
1016,item5,300001765906,4
1017,item8,300000381192,4
1018,item16,300000815141,3
1019,item46,300001391424,4
1020,item38,145015561498,4
1021,,300000096654,4
1022,,144002189623,3
1023,item16,145014912085,7
1024,item27,300001112839,1
1025,,144000003385,10
1026,item24,145010386492,3
1027,item39,300000202780,4
1028,item8,171000019368,4
1029,item8,145007603751,1
1030,item12,145015755435,2
1031,item33,145006319325,15
1032,item48,300000883049,2
1033,item33,300000148913,5
1034,item9,144003609229,1
1035,item52,300000035501,1
1036,item42,300001061620,3
1037,,300001356420,3
1038,item3,145001670928,4
1039,item45,145001626860,7
1040,,145002024176,3
1041,item6,144014131816,9
1042,item46,300000261252,3
1043,item14,300000347622,3
1044,item43,144004419158,3
1045,item52,144006778293,2
1046,item16,145003478260,9
1047,item31,145015888821,2
1048,item16,145003504315,5
1049,item33,145003783616,7
1050,item45,145003783622,1
1051,item16,145004555288,10
1052,,144004030657,3
1053,,144004232501,9
1054,item53,145002911988,9
1055,item14,144000077329,2
1056,item45,300002434005,1
1057,,144002211252,6
1058,item50,144001517997,9
1059,item7,144000056099,4
1060,,300000094316,17
1061,item53,145015561852,14
1062,,145010000868,4
1063,item18,300000008208,3
1064,item37,300001193995,2
1065,item19,300002189852,6
1066,item16,300000084973,3
1067,item16,145004528430,7
1068,item11,145007287474,7
1069,,300002274709,1
1070,item16,145014124372,7
1071,item33,145014470611,3
1072,,300001089567,2
1073,item26,144014357905,1
1074,item50,300003002794,1
1075,,144001695900,9
1076,item53,145003630679,9
1077,item14,144000021582,3
1078,,300000354337,14
1079,,300002197599,5
1080,item50,300000482825,3
1081,,300001046241,5
1082,,300001065107,2
1083,item18,300000782855,2
1084,item15,145010624360,6
1085,item33,145010673231,7
1086,item7,145015789158,3
1087,,165015663580,4
1088,,300000117735,15
1089,item8,300000316152,1
1090,item42,145003485483,3
1091,item26,300001454847,3
1092,item16,145004090057,8
1093,,144003724183,6
1094,item41,300001366984,3
1095,item53,300002407143,2
1096,item36,145004075270,3
1097,item38,145004095283,7
1098,item43,300001083602,4
1099,item16,300000008309,7
1100,,145003753308,26
1101,item20,145003753556,2
1102,item14,145003850906,3
1103,item40,300002267020,2
1104,,300001381945,2
1105,,300001732716,1
1106,,300000039118,6
1107,item39,300001209221,2
1108,item16,300000824558,8
1109,item33,300001665091,2
1110,item40,144014322801,9
1111,item53,300001185705,6
1112,item33,300000337374,7
1113,,144004305391,9
1114,item16,145010606939,8
1115,,145005484198,2
1116,,144000076697,10
1117,item53,300000305859,9
1118,item27,300000110635,5
1119,item8,300000381723,5
1120,,144003079167,14
1121,item26,145015708058,5
1122,item14,164000030241,4
1123,item16,167000011908,6
1124,item3,144011981613,1
1125,item8,144000391429,1
1126,,145003940966,3
1127,item26,144002086776,1
1128,,300001296777,2
1129,,300001365173,4
1130,item45,144000026137,2
1131,,145003783713,12
1132,item26,145003871697,3
1133,,144002208460,2
1134,,145007604726,3
1135,item8,145007607110,3
1136,item33,145014911399,5
1137,item31,144002595079,6
1138,item46,145015831650,11
1139,item26,300000013664,2
1140,item16,145014940648,10
1141,item16,145003508734,7
1142,,145014800401,5
1143,,300000014371,4
1144,item39,300000140018,2
1145,item40,300000275912,1
1146,item33,144000032279,1
1147,,300000114142,6
1148,,300002045041,4
1149,item34,145015113721,1
1150,item33,300000449303,10
1151,,144000059137,22
1152,item33,300000260935,9
1153,item27,300002150873,2
1154,item45,300000028108,6
1155,item3,300000030705,2
1156,,300001070963,8
1157,item53,300001209759,4
1158,item33,144014470518,6
1159,item53,300000026021,9
1160,,145004265700,12
1161,item8,300000247193,2
1162,,144002570596,3
1163,item18,144001724014,4
1164,item45,144004096503,3
1165,,144000172162,2
1166,,144000388766,4
1167,,145004090052,5
1168,item8,145001580661,3
1169,item26,144003708966,2
1170,item11,144000030163,10
1171,item31,145001671236,1
1172,,144011414827,4
1173,,300000018760,4
1174,item31,300000071066,2
1175,,145011432114,2
1176,,145014573247,6
1177,,300001376135,5
1178,item11,300001601687,2
1179,item8,300002391181,2
1180,,300000411213,4
1181,item33,300000006370,3
1182,item18,145002019780,6
1183,item8,144015008037,2
1184,item53,145015288760,14
1185,item16,144014059784,6
1186,item18,145011977515,3
1187,item16,145014912177,7
1188,,145014572890,4
1189,item27,145015153054,13
1190,item14,145015164404,6
1191,,144000019346,18
1192,,144002570883,14
1193,item8,300001380191,2
1194,item30,300002062501,2
1195,item8,145006859199,4
1196,item38,144003913917,3
1197,item34,144006765981,10
1198,item33,145005019527,5
1199,item26,145009218016,4
1200,item7,145011426345,6
1201,,144003169155,8
1202,item19,144003591603,1
1203,,144013996162,13
